STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Odisha,Rayagada,PM-JANMAN,14,0,0,0,14,0,41.02,39.09,0,0,41.02
Odisha,Sonepur,PMGSY-II,19,1,19,1,0,0,73.086,36.7171,71.652,33.5135,0
Odisha,Sundargarh,PM-JANMAN,2,0,0,0,2,0,2.2,2.0858,0,0,2.2
Puducherry,Puducherry,PMGSY-II,29,0,20,0,9,0,78.295,38.76828,48.027,29.7364,29.396
Punjab,Jalandhar,PMGSY-III,17,0,8,0,9,0,184.92,141.42172,98.3,41.5026,86.44
Punjab,Kapurthala,PMGSY-I,43,0,43,0,0,0,246.385,85.3898,246.385,66.1599,0
Punjab,Kapurthala,PMGSY-II,1,0,1,0,0,0,13.69,7.46961,13.69,6.2182,0
Punjab,Ludhiana,PMGSY-III,29,3,25,0,4,3,346.892,293.76819,311.545,236.8845,35.25
Punjab,Moga,PMGSY-III,20,2,11,0,9,2,212.37,166.57643,150.115,97.5017,60.83
Punjab,Mukatsar,PMGSY-II,10,0,10,0,0,0,114.86,75.1052,111.28,61.9397,0
Rajasthan,Alwar,PMGSY-I,306,0,306,0,0,0,911.76,194.1571,888.985,171.5221,0
Rajasthan,Banswara,PMGSY-I,1013,0,1013,0,0,0,2676.71,657.9331,2650.945,560.3327,0
Rajasthan,Chittaurgarh,PMGSY-I,299,0,299,0,0,0,1303.87,249.648,1273.47,224.7355,0
Rajasthan,Dausa,PMGSY-II,8,0,8,0,0,0,62.8,24.4409,62.8,17.53,0
Rajasthan,Dholpur,PMGSY-III,25,0,25,0,0,0,241.186,119.52563,240.89,110.0081,0
Rajasthan,"Didwana Kuchaman",PMGSY-II,10,0,10,0,0,0,106,46.3672,106,31.6625,0
Rajasthan,"Didwana Kuchaman",PMGSY-III,15,0,0,0,15,0,141.75,90.3914,0,0,141.75
Rajasthan,Dudu,PMGSY-II,2,0,2,0,0,0,13.3,4.8628,13.3,3.4694,0
Rajasthan,Gangapurcity,PMGSY-I,188,3,188,3,0,0,687.88,145.3342,648.165,133.4189,0
Rajasthan,Gangapurcity,PMGSY-III,17,0,16,0,1,0,109.84,57.41854,102.751,40.2555,4.4
Rajasthan,Hanumangarh,PMGSY-III,22,0,20,0,2,0,217.64,103.43357,214.295,70.2223,0
Rajasthan,"Jaipur Gramin",PMGSY-I,544,0,544,0,0,0,1808.728,385.5694,1749.15,343.8982,0
Rajasthan,Jalor,PMGSY-II,7,0,7,0,0,0,70.1,24.9067,70.1,19.4923,0
Rajasthan,Jhalawar,PMGSY-II,11,0,11,0,0,0,82.2,33.0644,82.2,27.3474,0
Rajasthan,Kekri,PMGSY-I,53,0,53,0,0,0,181.63,26.6512,175.23,23.3782,0
Rajasthan,"Khairthal Tijara",PMGSY-I,190,0,190,0,0,0,472.1,85.9975,460.945,77.8453,0
Rajasthan,Kota,PMGSY-I,162,0,162,0,0,0,718.34,168.1016,685.71,170.7161,0
Rajasthan,Kota,PMGSY-II,10,0,10,0,0,0,71.1,32.3964,70.6,29.3786,0
Rajasthan,Kota,PMGSY-III,16,2,11,0,5,2,116.69,76.8,88.41,40.3336,26.43
Rajasthan,Nagaur,PMGSY-III,26,0,9,0,17,0,355.7,215.019,132.24,53.7451,223.2
Rajasthan,"Neem Ka Thana",PMGSY-II,7,0,7,0,0,0,56.7,35.12174,57.3,26.1579,0
Rajasthan,Salumbar,PMGSY-II,4,0,4,0,0,0,44,21.9598,44,13.1185,0
Rajasthan,Sanchor,PMGSY-II,4,0,4,0,0,0,42,12.4356,42,9.1506,0
Rajasthan,Shahpura,PMGSY-III,13,0,13,0,0,0,116.314,67.5299,116.046,53.353,0
Rajasthan,Sikar,PMGSY-II,7,0,7,0,0,0,83.19,42.9649,83.19,34.6832,0
Rajasthan,Sirohi,PMGSY-I,203,2,203,2,0,0,817.661,238.6425,800.411,204.7766,0
Rajasthan,"Sri Ganganagar",PMGSY-II,8,0,8,0,0,0,75.5,26.0761,75.5,18.8808,0
Rajasthan,Udaipur,PMGSY-I,1039,1,1039,1,0,0,3831.027,1170.45578,3717.126,971.3405,0
Rajasthan,Udaipur,PMGSY-II,13,0,13,0,0,0,109.35,46.4917,109.5,30.1247,0
Sikkim,North,PMGSY-III,9,0,0,0,9,0,49.19,46.55727,0,0,49.19
Sikkim,Pakyong,PMGSY-II,7,0,5,0,2,0,21.23,18.991,19.655,16.0266,0.925
Sikkim,South,PMGSY-I,258,14,246,11,12,3,1421.72,594.2179,1401.171,576.8004,9.294
Sikkim,"West Sikkim",PMGSY-I,114,17,102,10,12,7,739.951,379.2239,683.341,339.4083,46.425
Sikkim,"West Sikkim",PMGSY-III,6,0,0,0,6,0,35.6,31.59256,0,0,35.6
"Tamil Nadu",Ariyalur,PMGSY-II,39,3,39,3,0,0,134.099,43.28113,132.39,44.3706,0
"Tamil Nadu",Coimbatore,PMGSY-II,56,2,56,2,0,0,183.305,79.52724,183.03,80.3042,0
"Tamil Nadu",Cuddalore,PMGSY-I,244,1,244,1,0,0,482.917,116.79269,468.895,199.877,0
"Tamil Nadu",Erode,PMGSY-III,43,0,29,0,14,0,167.667,85.5131,107.152,59.1622,60.032
"Tamil Nadu",Kallakurichi,PMGSY-I,166,4,166,4,0,0,424.586,131.38586,410.628,115.2407,0
"Tamil Nadu",Kanniyakumari,PMGSY-II,1,0,1,0,0,0,1.85,0.8478,1.85,0.8683,0
"Tamil Nadu",Madurai,PMGSY-III,18,0,15,0,3,0,62.41,39.60853,49.09,30.7535,13.165
"Tamil Nadu",Mayiladuthurai,PMGSY-I,255,6,255,6,0,0,471.007,243.27293,468.107,230.6614,0
"Tamil Nadu",Namakkal,PMGSY-III,108,0,87,0,21,0,375.834,209.22077,281.254,155.3205,94.588
"Tamil Nadu",Perambalur,PMGSY-I,113,4,113,4,0,0,275.685,101.84375,275.395,92.0605,0
"Tamil Nadu",Ramanathapuram,PMGSY-III,64,4,44,0,20,4,282.344,196.38698,188.183,117.1033,89.245
"Tamil Nadu",Ranipet,PMGSY-II,7,0,7,0,0,0,19.552,7.5257,19.552,7.7246,0
"Tamil Nadu",Thanjavur,PMGSY-II,22,0,22,0,0,0,87.974,43.71158,87.974,45.8812,0
"Tamil Nadu",Thanjavur,PMGSY-III,28,1,19,0,9,1,105.676,61.92325,71.271,37.8764,34.405
"Tamil Nadu","The Nilgiris",PMGSY-I,106,0,106,0,0,0,268.592,109.62261,264.482,91.8806,0
"Tamil Nadu","The Nilgiris",PMGSY-II,15,0,15,0,0,0,58.54,66.72564,57.723,69.0087,0
"Tamil Nadu",Tirunelveli,PMGSY-I,211,0,211,0,0,0,446.564,87.18956,438.87,78.9586,0
"Tamil Nadu",Tirupathur,PMGSY-I,83,0,83,0,0,0,150.546,38.27071,150.421,-69.0977,0
"Tamil Nadu",Tiruppur,PMGSY-I,285,2,285,2,0,0,627.378,136.4948,623.583,27.9211,0
"Tamil Nadu",Tiruvannamalai,PMGSY-III,195,7,94,0,101,7,811.576,502.22232,369.736,215.8223,441.851
"Tamil Nadu",Tuticorin,PMGSY-III,36,2,21,0,15,2,164.34,101.52025,91.38,48.4108,72.95
"Tamil Nadu",Vellore,PMGSY-III,26,0,18,0,8,0,128.1,77.69685,61.15,35.2847,66.68
Telangana,Adilabad,PMGSY-I,186,28,180,28,6,0,654.472,193.42658,578.392,46.8986,30.75
Telangana,"Jayashankar Bhoopalapally",PMGSY-II,2,0,2,0,0,0,21.95,16.5554,20.345,16.187,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-III,3,0,0,0,3,0,26.067,19.118,0.1,11.1159,25.967
Telangana,"Komrambheem Asifabad",PMGSY-III,6,2,3,2,3,0,41.09,25.49702,22.939,7.627,17.2
Telangana,Mahabubabad,PMGSY-III,15,12,2,0,13,12,103.632,96.02237,29.605,53.1691,73.854
Telangana,Mancherial,RCPLWEA,21,21,1,6,20,15,144.886,220.6134,66.504,92.479,77.832
Telangana,Mancherial,PM-JANMAN,2,0,0,0,2,0,3.25,2.835,0,0,3.25
Telangana,Nalgonda,PMGSY-I,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
Telangana,"Ranga Reddy",PMGSY-II,7,2,7,2,0,0,64.62,39.096,60.159,36.0022,0
Telangana,Siddipet,PMGSY-I,99,6,99,6,0,0,407.205,104.5496,400.715,191.7028,0
Telangana,Siddipet,PMGSY-III,13,6,3,0,10,6,112.806,92.27847,49.09,51.684,62.406
Telangana,Warangal,PMGSY-III,16,7,4,0,12,7,104.89,104.21227,81.321,57.9711,23.157
Tripura,Dhalai,PMGSY-III,12,3,0,0,12,3,106.886,104.16121,0,0,106.886
Tripura,Khowai,PMGSY-I,139,5,139,5,0,0,423.274,251.40723,414.635,245.9693,0
Tripura,"North Tripura",PM-JANMAN,8,0,0,0,8,0,35.027,32.35566,0,0,35.027
Tripura,"South Tripura",PMGSY-II,6,0,6,0,0,0,60.36,65.09914,59.166,70.5193,0
Tripura,Unakoti,PMGSY-II,3,0,3,0,0,0,17.488,16.9733,17.488,17.8044,0
Tripura,Unakoti,PM-JANMAN,3,0,0,0,3,0,10.271,9.9223,0,0,10.271
"Uttar Pradesh",Aligarh,PMGSY-III,38,0,38,0,0,0,335.29,229.302,334.62,165.8792,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-I,204,0,204,0,0,0,584.768,179.7895,572.209,168.0181,0
"Uttar Pradesh",Amethi,PMGSY-II,17,0,17,0,0,0,106.3,71.95935,106.275,64.0155,0
"Uttar Pradesh",Badaun,PMGSY-I,250,0,250,0,0,0,596.54,119.03666,587.249,114.3385,0
"Uttar Pradesh",Badaun,PMGSY-II,9,0,9,0,0,0,70.05,35.45431,69.43,29.5615,0
"Uttar Pradesh",Badaun,PMGSY-III,22,0,22,0,0,0,143.705,96.9952,141.583,79.2779,0
"Uttar Pradesh",Bahraich,PMGSY-III,43,0,39,0,4,0,354.029,289.68228,330.725,240.4014,20.565
"Uttar Pradesh",Barabanki,PMGSY-I,321,0,321,0,0,0,1100.182,371.3929,1078.765,378.4339,0
"Uttar Pradesh",Basti,PMGSY-III,34,0,30,0,4,0,245.1,169.9057,233.912,135.9086,10.24
"Uttar Pradesh",Bijnor,PMGSY-II,9,0,9,0,0,0,97.67,44.97122,97.67,39.5673,0
"Uttar Pradesh",Chandauli,PMGSY-II,13,0,13,0,0,0,93.025,40.6267,91.75,35.6952,0
"Uttar Pradesh",Chitrakoot,PMGSY-II,14,0,14,0,0,0,101.7,55.808,101.699,51.8173,0
"Uttar Pradesh",Deoria,PMGSY-I,173,0,173,0,0,0,578.835,182.1108,572.889,162.2231,0
"Uttar Pradesh",Fatehpur,PMGSY-I,278,0,278,0,0,0,665.035,185.3795,649.31,175.8554,0
"Uttar Pradesh",Firozabad,PMGSY-I,233,0,233,0,0,0,630.325,145.113,621.425,132.606,0
"Uttar Pradesh","G.B. Nagar",PMGSY-I,179,0,179,0,0,0,429.785,98.8914,412.065,89.5028,0
"Uttar Pradesh",Hamirpur,PMGSY-III,19,0,18,0,1,0,157,110.9985,145.611,87.5554,9.85
"Uttar Pradesh",Hathras,PMGSY-I,189,0,189,0,0,0,440.1,105.9981,429.017,98.7266,0
"Uttar Pradesh",Hathras,PMGSY-III,20,0,20,0,0,0,180.19,150.75601,177.344,111.7524,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-II,15,0,15,0,0,0,106.62,52.59766,95.061,41.7657,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-III,8,0,7,0,1,0,70.35,48.99476,62.895,35.9411,5.8
"Uttar Pradesh",Jalaun,PMGSY-I,178,0,178,0,0,0,548.53,139.047,533.757,134.3715,0
"Uttar Pradesh",Jalaun,PMGSY-III,21,0,20,0,1,0,144.845,92.99378,136.745,59.5418,5.1
"Uttar Pradesh",Kannauj,PMGSY-III,16,0,16,0,0,0,111.208,101.61033,108.708,82.8978,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-II,11,0,11,0,0,0,103.22,85.5865,103.22,77.4466,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-III,35,0,27,0,8,0,263.995,211.71503,198.855,113.6299,61.5
"Uttar Pradesh",Kasganj,PMGSY-I,114,0,114,0,0,0,368.925,116.5174,364.388,111.4347,0
"Uttar Pradesh",Kasganj,PMGSY-II,14,0,14,0,0,0,109.075,60.18487,108.975,51.3523,0
"Uttar Pradesh",Kushinagar,PMGSY-I,289,0,289,0,0,0,1041.804,357.591,1036.11,330.9882,0
"Uttar Pradesh",Lucknow,PMGSY-II,15,0,15,0,0,0,99.5,61.2842,99.162,55.7579,0
"Uttar Pradesh",Mathura,PMGSY-II,11,0,11,0,0,0,94.5,69.5562,90.835,58.4898,0
"Uttar Pradesh",Meerut,PMGSY-I,289,0,289,0,0,0,660.754,147.5156,649.583,141.2229,0
"Uttar Pradesh",Mirzapur,PMGSY-III,23,0,15,0,8,0,187.965,120.91011,134.31,66.2424,48.225
"Uttar Pradesh",Pratapgarh,PMGSY-I,382,0,382,0,0,0,1114.335,230.3692,1082.53,206.8313,0
"Uttar Pradesh",Pratapgarh,PMGSY-III,70,0,61,0,9,0,485.09,430.01389,440.5,329.0543,44.295
"Uttar Pradesh",Rampur,PMGSY-I,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
"Uttar Pradesh",Saharanpur,PMGSY-I,289,0,289,0,0,0,882.485,186.1605,868.598,168.2767,0
"Uttar Pradesh",Shahjahanpur,PMGSY-I,296,0,296,0,0,0,987.46,353.0337,961.85,347.2636,0
"Uttar Pradesh",Shahjahanpur,PMGSY-III,53,0,46,0,7,0,379.05,276.97296,329.425,216.6898,46.1
"Uttar Pradesh",Shamli,PMGSY-I,47,0,47,0,0,0,193.67,54.2126,193.41,52.7319,0
"Uttar Pradesh",Shrawasti,PMGSY-I,163,0,163,0,0,0,478.9,169.204,470.436,152.8417,0
"Uttar Pradesh",Shrawasti,PMGSY-II,9,0,9,0,0,0,95.565,66.9524,92.706,60.9933,0
"Uttar Pradesh",Sitapur,PMGSY-III,64,0,60,0,4,0,509.362,488.41828,502.768,399.6544,6.527
"Uttar Pradesh",Sonebhadra,PMGSY-II,12,0,12,0,0,0,101.6,43.24026,99.45,41.1159,0
"Uttar Pradesh",Sonebhadra,PMGSY-III,28,0,19,0,9,0,237.15,177.62324,185.15,117.4712,52
"Uttar Pradesh",Varanasi,PMGSY-I,282,0,282,0,0,0,658.588,129.20441,635.728,114.0043,0
Uttarakhand,Chamoli,PMGSY-I,237,104,214,86,23,18,2370.62,1374.80472,2287.673,1348.8694,43.925
Uttarakhand,Haridwar,PMGSY-III,15,0,6,0,9,0,108.195,64.4125,64.51,23.7032,43.685
Uttarakhand,Nainital,PMGSY-III,9,0,0,0,9,0,96.283,75.4575,0.1,2.879,96.183
Uttarakhand,Pauri,PMGSY-II,16,0,16,0,0,0,136.372,95.2061,135.947,97.4138,0
Uttarakhand,Tehri,PMGSY-III,18,0,0,0,18,0,164.127,140.24796,64,45.0353,100.127
Uttarakhand,Uttarkashi,PMGSY-III,25,0,0,0,25,0,238.812,206.9279,1.5,2.2753,237.312
"West Bengal",Alipurduar,PMGSY-II,11,2,11,2,0,0,135.36,113.9922,135.16,101.2693,0
"West Bengal",Birbhum,PMGSY-III,13,0,4,0,9,0,88.745,59.51788,53.89,41.3019,34.616
"West Bengal","Dakshin Dinajpur",PMGSY-I,248,0,248,0,0,0,926.373,449.5262,919.535,391.7352,0
"West Bengal",Hooghly,PMGSY-III,2,0,1,0,1,0,14.27,11.15557,13.995,7.8523,0.275
"West Bengal",Howrah,PMGSY-III,15,0,0,0,15,0,89.729,65.52992,44.55,34.0638,45.179
"West Bengal",Jalpaiguri,PMGSY-III,6,0,3,0,3,0,32.215,21.72177,30.412,15.7625,1.341
"West Bengal",Kalimpong,PMGSY-II,6,2,6,1,0,1,65.472,89.1983,65.257,85.1484,0
"West Bengal",Maldah,PMGSY-II,20,0,20,0,0,0,174.297,141.17538,172.705,114.5041,0
"West Bengal",Murshidabad,PMGSY-II,14,0,14,0,0,0,162.946,105.63891,162.849,99.9851,0
"West Bengal",Nadia,PMGSY-II,14,0,14,0,0,0,132.955,121.22049,132.693,97.3562,0
"West Bengal","Paschim Burdwan",PMGSY-II,4,0,4,0,0,0,36.12,22.78042,35.679,17.8088,0
"West Bengal",Purulia,PMGSY-I,415,0,415,0,0,0,2217.411,870.67731,2208.023,672.5263,0
